3559.0,-9.736802215576173,-3.6503091430664063,-1.5621514892578126
3626.0,-9.401798858642579,-3.5736685180664063,-1.696721649169922
3692.0,-8.401429138183595,-3.5477723693847656,-1.8329383850097658
3759.0,-8.12151123046875,-3.303929443359375,-1.811532897949219
3826.0,-7.706723785400391,-2.7027795410156252,-1.2597802734375
3892.0,-8.524024200439454,-2.0877085876464845,-0.41912841796875
3959.0,-10.201885070800781,-1.4217434692382813,-0.8806187438964844
4026.0,-10.693013763427736,-2.6939479064941407,-1.1847862243652345
4092.0,-11.123668212890626,-3.124153289794922,-0.7626640319824219
4159.0,-13.05809555053711,-3.607797546386719,-0.861009521484375
4226.0,-10.575807495117187,-0.21615051269531252,-1.106349334716797
4292.0,-9.537716217041016,-2.3501129150390625,-1.8059944152832033
4359.0,-10.749446411132814,-3.413052520751953,-1.371148681640625
4426.0,-9.525441741943359,-3.7649707031250004,-0.9657916259765625
4492.0,-7.717351684570313,-3.440146179199219,-0.9587562561035157
4559.0,-7.298223266601563,-3.486998748779297,-0.7030879211425781
4626.0,-6.505771179199219,-3.9110668945312503,-0.4079017639160156
4692.0,-7.592062225341797,-4.760251007080078,-0.5557942199707031
4759.0,-10.753038940429688,-5.3157458496093755,-1.692081298828125
4828.0,-13.365256805419923,-5.954467620849609,-0.24818389892578127
4892.0,-12.21894058227539,-1.0912307739257814,-1.3552816772460938
4958.0,-9.985734558105468,-1.2120295715332032,-2.2962249755859374
5026.0,-7.64490234375,-2.9788055419921875,-1.9740948486328127
5092.0,-6.174959106445312,-3.096460876464844,-0.6289920043945313
5159.0,-6.065237274169922,-3.7748501586914065,-0.18067428588867188
5228.0,-8.712781677246094,-3.404370574951172,-0.1011895751953125
5292.0,-12.089010772705079,-4.3733056640625,-0.4939727783203125
5359.0,-13.422737274169922,-3.5920802307128907,-1.165027313232422
5426.0,-12.025692443847657,-0.101788330078125,-1.8696121215820314
5492.0,-11.902199249267579,-1.3093272399902345,-1.6543597412109377
5559.0,-12.136911163330078,-3.5161880493164066,-1.2231065368652345
5628.0,-10.361453247070314,-4.556973724365235,-1.7298028564453125
5691.0,-7.7812687683105475,-4.130809936523438,-2.1311183166503906
5759.0,-6.687942352294923,-4.501738586425781,-1.0222242736816407
5826.0,-5.878425750732422,-5.187462615966797,-0.49292495727539065
5892.0,-6.7473687744140625,-6.483168182373047,-0.28410919189453127
5959.0,-11.67901336669922,-8.051157531738282,-1.8179695129394533
6026.0,-12.211456146240234,-4.5548780822753905,0.11900253295898439
6092.0,-12.583432617187501,-2.2740710449218753,-1.0279124450683594
6159.0,-9.329199829101563,-2.566113739013672,-1.9645147705078125
6226.0,-6.5863037109375,-2.7400520324707034,-1.400936737060547
6292.0,-6.261778564453126,-3.207080841064453,-0.2363584899902344
6359.0,-8.154442749023438,-4.143533477783203,0.36539016723632817
6426.0,-10.480904846191407,-4.203109588623047,0.20881576538085939
6492.0,-12.299772491455078,-3.3895513916015627,-0.07259902954101563
6559.0,-13.022619323730469,-3.480562133789063,-0.21644989013671875
6626.0,-11.698472900390625,-1.1470646667480469,-1.610500946044922
6692.0,-11.799363098144532,-2.6997857666015626,-0.8241860961914063
6759.0,-11.289223937988282,-4.495751037597657,-1.8973045349121094
