relative_time,AccX,AccY,AccZ
0,-0.6174659729003906,2.0414547729492187,9.671388244628906
68,-0.6206094360351563,2.06690185546875,9.66390380859375
136,-0.6732998657226563,2.252665557861328,9.265881500244141
205,-0.9105564880371094,2.296374664306641,9.347162475585938
269,-1.2898677062988282,2.4071443176269534,9.593550109863282
335,-0.688568115234375,2.7140061950683596,9.205107879638673
403,-0.8213420104980469,2.8867469787597657,8.437803497314453
468,-1.7694703674316408,4.49066162109375,9.546847229003907
535,-0.8599617004394532,4.781357116699219,7.658374328613282
604,0.35042129516601567,6.515650634765625,5.617218933105469
668,2.931653594970703,9.21648422241211,5.163811798095703
735,3.725153503417969,8.668773193359375,7.412884826660156
803,4.6482838439941405,9.417965240478516,4.776417388916016
868,-0.9759704589843751,9.432934112548828,7.470065917968751
935,4.936734008789062,6.996450805664063,3.838767242431641
1004,7.923622741699219,6.212381286621094,2.5381219482421877
1068,7.422165527343751,6.308182067871094,0.14609619140625002
1135,7.531587982177735,11.36287078857422,3.009192352294922
1203,6.605014801025391,6.492299194335938,2.0719912719726565
1268,6.552324371337891,7.7585160827636726,1.3415103149414063
1335,7.704029388427735,8.997339935302735,0.9912387084960937
1404,6.926097106933594,9.729766845703125,-0.3375480651855469
1468,7.7320211791992195,9.117539978027343,-1.2759466552734375
1535,7.194638671875,8.695866851806642,-1.3684542846679688
1604,7.001240844726563,6.497837677001954,-2.139949951171875
1668,5.755680999755859,4.9141310119628905,-2.58901611328125
1735,6.453679504394532,6.6047154235839844,-2.3882835388183596
1803,7.93948974609375,6.792574768066407,-1.9595750427246095
1868,6.860982513427735,6.173911285400391,-1.372196502685547
1935,6.9623217773437505,6.187383270263672,-0.4046086120605469
2004,7.444768524169922,6.344107360839844,-0.15343093872070312
2068,6.743626556396484,4.753964080810547,-0.5251080322265625
2135,5.689518585205079,6.970854034423828,0.13666580200195313
2204,6.5642994689941405,7.058871002197266,0.295784912109375
2268,6.571933593750001,6.2367805480957035,0.9849517822265625
2335,5.514382781982422,8.547675018310548,0.7869136047363282
2403,6.780599670410156,5.763764190673829,2.1727317810058593
2468,6.1963645935058596,7.405699768066406,0.31030471801757814
2535,8.058043212890626,7.495363311767578,0.5465135192871095
2604,3.3115635681152344,5.84429672241211,1.7221687316894532
2668,5.69820053100586,6.994654541015626,0.045205993652343755
2735,1.3970448303222658,8.092621307373047,-0.39966888427734376
2803,5.3934342956542976,11.725267181396484,-0.6249504089355469
2868,1.8139279174804688,10.772947540283203,0.05358856201171875
2935,1.6422349548339845,8.246651000976563,1.1955638122558594
3003,1.7736616516113282,8.987161102294923,1.409169616699219
3068,1.4826667785644532,8.872349853515626,-0.21031265258789064
3135,2.6825715637207033,10.29903305053711,1.0029144287109375
3205,0.47660888671875,12.249177703857422,-0.6252497863769532
3268,1.6995657348632813,12.816048889160157,-0.7214996337890626
3335,4.627776489257813,6.625821533203125,0.5201683044433594
3403,-0.05957611083984375,12.428953857421876,0.21031265258789064
3468,1.2826826477050781,11.423644409179689,2.528691558837891
3535,1.505419464111328,8.88791748046875,0.05942642211914063
3604,2.242935791015625,9.435778198242188,-1.077609100341797
3668,1.3361215209960937,8.846902770996094,-0.21136047363281252
3735,1.5881973266601563,10.627599792480469,-0.49412246704101564
3805,1.3982423400878907,9.03730682373047,-0.29847930908203124
3868,2.115850067138672,10.515782318115235,-0.18157241821289063
3935,-0.08068222045898438,8.759933624267578,-2.138902130126953
4003,2.298021240234375,8.257727966308595,0.3180885314941406
4068,3.1522947692871095,7.812104644775391,-1.4626084899902345
4135,3.9041812133789064,10.247540130615235,-0.7574249267578126
4204,3.3524285888671876,10.061776428222657,-0.07918533325195314
4268,1.1546987915039064,8.956175537109376,0.9598040771484375
4335,-0.6719526672363282,8.90273666381836,-1.6742683410644532
4403,0.8792715454101563,9.565857696533204,-1.409468994140625
4468,1.4444961547851562,9.522897033691407,1.2648696899414062
4535,1.1032058715820312,9.799222412109376,0.7156617736816406
4603,1.380728759765625,9.694140930175783,0.8247848510742188
4669,1.7260606384277344,9.81568817138672,0.7996371459960938
4735,1.7760566711425783,9.54415283203125,0.7165599060058594
4803,2.0071760559082032,9.507628784179689,0.7093748474121094
4869,0.9333091735839845,9.83155517578125,0.8449928283691407
4935,0.9975256347656251,9.648934936523437,0.9765692138671875
5004,1.0487191772460938,9.808952178955078,0.9946815490722657
5069,1.3359718322753906,9.64429458618164,0.9008267211914063
5135,1.504072265625,9.695338439941407,0.6572831726074219
5204,1.3211526489257812,9.49430648803711,0.6301895141601562
5269,1.5000306701660158,9.804012451171875,0.748443603515625
5335,1.2195140075683595,9.693841552734375,0.7448510742187501
5404,1.4016851806640627,9.615105285644532,0.6251000976562501
5469,1.4386582946777344,9.728868713378906,0.6258485412597656
5535,1.48251708984375,9.612710266113282,0.5495072937011719
5604,1.5919395446777345,9.683812408447267,0.5959107971191406
5669,1.4928456115722657,9.57573715209961,0.6194119262695312
5735,1.5144007873535157,9.623338165283204,0.5703140258789062
5804,1.5328125000000001,9.649533691406251,0.5632786560058594
5869,1.4726376342773437,9.686656494140626,0.5783972167968751
5935,1.4724879455566406,9.614955596923828,0.6012995910644532
6004,1.4626084899902345,9.644593963623047,0.5975573730468751
6069,1.5223342895507814,9.666149139404297,0.5695655822753907
6135,1.470392303466797,9.675429840087892,0.6060896301269532
6205,1.5060182189941407,9.618248748779298,0.5936654663085937
6269,1.4962884521484376,9.64564178466797,0.6066883850097656
6335,1.5085629272460939,9.643995208740234,0.5833369445800781
6403,1.512305145263672,9.656718750000001,0.6212081909179688
6469,1.539847869873047,9.617649993896485,0.5665718078613281
6535,1.549427947998047,9.684560852050781,0.5804928588867188
6603,1.5066169738769533,9.645043029785157,0.5911207580566407
6669,1.5262261962890626,9.627978515625001,0.5818400573730469
6735,1.5069163513183594,9.656569061279297,0.6044430541992187
6804,1.551822967529297,9.64429458618164,0.5912704467773438
6869,1.5358062744140626,9.66869384765625,0.5974076843261719
6935,1.5217355346679688,9.64429458618164,0.5432203674316407
7004,1.5211367797851563,9.637408905029297,0.5394781494140626
7069,1.5323634338378906,9.633816375732422,0.5918692016601563
7135,1.4913487243652344,9.603728942871093,0.5605842590332032
7205,1.4856605529785156,9.660910034179688,0.5212161254882812
7268,1.488354949951172,9.708660736083985,0.6168672180175782
7335,1.4705419921875,9.658215637207032,0.6209088134765626
7404,1.5485298156738283,9.595496063232423,0.6360273742675782
7469,1.4965878295898438,9.649084625244141,0.5870791625976562
7535,1.556613006591797,9.672585754394532,0.6240522766113281
7604,1.6357983398437501,9.57334213256836,0.7689509582519531
7669,1.6757652282714846,9.617051239013673,0.6170169067382812
7735,1.793719940185547,9.63606170654297,0.4896318054199219
7803,1.9874171447753908,9.768536224365235,0.2471360778808594
7869,1.0767109680175782,10.40725799560547,-0.041912841796875
7935,1.3180091857910157,10.838511199951173,-0.24758514404296877
8003,1.292113037109375,9.070687408447267,-0.9376501464843751
8069,1.8690133666992188,8.662486267089845,-1.69327880859375
8135,0.7755372619628906,9.103618927001953,-1.4892530822753907
8204,1.4513818359375001,8.933273162841797,-1.4266831970214844
8269,1.2063414001464845,8.848998413085939,-2.1655467224121097
8335,1.361418914794922,9.428892517089844,-2.519111480712891
8405,1.5486795043945314,10.574909362792969,-3.339555358886719
8469,2.0264859008789062,10.470127258300781,-3.1966026306152346
8535,-0.7536827087402345,12.566218414306642,0.3769161987304688
8604,1.5515235900878908,5.103636932373047,1.3564791870117188
8669,2.509681091308594,12.732223205566408,2.235750732421875
8735,-0.6744973754882813,7.677684173583985,-0.13921051025390627
8804,2.524200897216797,9.279353485107423,0.9154962158203126
8869,3.546874237060547,8.700806579589845,0.38574783325195316
8935,2.1871018981933594,9.090446319580078,-0.3146456909179688
9003,2.4963587951660156,9.301657104492188,0.0209564208984375
9069,2.145787811279297,9.835147705078125,0.11391311645507814
9135,2.4466621398925783,11.624227294921875,-0.09071136474609376
9204,3.637735290527344,11.726315002441407,1.1729608154296876
9269,1.5828085327148438,8.467591552734376,3.981719970703125
9335,-0.5071453857421875,12.394525451660156,0.3189866638183594
9404,4.138444061279297,8.011939086914063,1.0852432250976562
9469,0.6756948852539063,8.146958312988282,-0.9386979675292969
9535,2.226170654296875,8.863817596435547,-0.9000782775878907
9603,2.255659332275391,7.396568756103516,-0.8587641906738281
9669,1.6874409484863282,9.039103088378907,-1.7030085754394533
9735,3.5161880493164066,11.733350372314455,-2.350561981201172
9803,3.6553985595703127,9.950408020019532,-2.4768992614746095
9869,-3.1018496704101564,12.685969390869142,1.9722985839843752
9935,1.477427673339844,3.845203857421875,1.6878900146484377
10003,-0.046702880859375004,13.316158905029297,0.47301635742187503
10069,1.2485536193847657,7.122788085937501,1.2783416748046876
10135,2.9861402893066407,9.299561462402345,0.427510986328125
10204,2.891686706542969,7.916287994384766,0.19100280761718752
10268,2.7247837829589847,8.937464447021485,0.3153941345214844
10335,2.5001010131835937,10.693013763427736,-0.03577560424804688
10403,2.3799009704589844,11.255094909667969,-1.0490185546875002
10469,2.6469456481933595,12.094249877929688,4.161496124267578
10535,-0.7580236816406251,9.143286437988282,0.7545808410644531
10604,2.9268635559082035,11.274404754638672,0.9964778137207032
10669,1.2418176269531251,5.941744079589844,-1.1856843566894533
10735,0.29144393920898437,8.82370101928711,-0.5917195129394531
10803,2.4197181701660155,7.0680020141601565,-1.114881591796875
10869,1.9381695556640626,9.23848846435547,-1.475481719970703
10935,3.6788996887207035,11.653566284179687,-1.8482066345214845
11005,2.827170867919922,10.074799346923829,-3.2859667968750004
11069,-2.493065643310547,11.461815032958985,3.697461090087891
11135,1.272952880859375,5.4248689270019534,0.7241940307617187
11206,-0.7590715026855469,12.748688964843751,0.6987469482421875
11269,1.9022442626953127,7.1913455200195315,1.5395484924316407
11336,3.751648406982422,8.840316467285156,0.5213658142089844
11403,2.5765919494628906,8.338410186767579,0.17064514160156252
11468,3.2742910766601563,9.409432983398437,0.28500732421875
11535,2.0311262512207033,9.966873779296876,-0.35670822143554687
11605,2.618654479980469,10.929971008300782,-0.7256909179687501
11669,2.7798692321777345,12.675940246582032,3.7749998474121096
11735,-0.6384223937988281,7.960446166992188,0.8972341918945312
11804,4.022734680175781,11.2997021484375,1.3962963867187501
11869,1.6648379516601564,5.984555053710938,-0.329315185546875
11935,-0.544866943359375,9.115743713378906,-0.6963519287109375
12003,2.9431796264648438,7.733069000244141,-1.1817924499511718
12069,1.599723358154297,8.688232727050782,-1.3847703552246093
12135,3.019820251464844,10.211764526367189,-2.0194505310058597
12203,2.9669801330566408,11.339818725585937,-3.6447706604003907
12269,-0.23980133056640626,15.899636535644532,2.711461486816406
12335,0.056582336425781254,6.827452239990235,1.139879608154297
12403,2.169588317871094,9.63800765991211,2.0772303771972656
12469,0.3180885314941406,7.695347442626954,0.07753875732421875
12535,3.5555561828613285,8.11717025756836,1.776954803466797
12603,2.519560546875,8.909023590087891,0.5746549987792969
12669,2.728675689697266,8.865464172363282,0.1442999267578125
12735,2.659519500732422,9.493857421875001,0.09894424438476564
12804,3.3888029479980473,9.83155517578125,0.1389111328125
12869,1.347048797607422,10.122999114990234,-1.4398558044433594
12935,3.5700759887695312,11.313772888183594,4.996908874511719
13003,-1.2903167724609375,9.106313323974609,0.9321116638183594
13069,3.157683563232422,10.971734161376954,1.525477752685547
13135,2.108814697265625,6.724316711425781,-0.2124082946777344
13208,0.619112548828125,10.502759399414064,0.09864486694335937
13269,0.9575587463378906,7.010521545410157,-0.8719367980957031
13335,2.089205474853516,8.658893737792969,-0.6601272583007813
13406,2.745440826416016,9.171727294921876,-1.5536192321777345
13469,3.616329803466797,11.024424591064454,-1.6892372131347657
13535,1.2582833862304688,16.74507843017578,1.6875906372070313
13606,-1.089584197998047,6.038892059326172,1.7559983825683594
13669,0.7702981567382813,6.280339965820313,2.304906921386719
13735,-0.8162525939941406,12.060569915771485,0.7002438354492188
13803,3.6431240844726562,7.521708526611328,2.42615478515625
13869,1.8898200988769531,9.54415283203125,0.6860234069824219
13935,2.6673033142089846,8.680149536132813,0.6348298645019531
14004,3.8106257629394533,9.151669006347657,0.5057981872558595
14068,3.0560449218750003,9.700427856445312,0.19788848876953127
14135,2.2574555969238284,10.320288848876954,-0.6129753112792969
14208,1.9700532531738282,12.578043823242188,2.7955865478515625
14269,0.6348298645019531,9.909542999267579,5.613476715087891
14335,-0.3082090759277344,10.048603820800782,0.26854156494140624
14405,2.9258157348632814,9.265133056640625,0.844244384765625
14469,-0.8517288208007813,8.212521972656251,-0.124541015625
14536,2.779270477294922,7.789351959228516,-1.0365943908691406
14605,2.8454328918457032,8.263565826416016,-0.9225315856933595
14669,2.058369598388672,8.730145568847657,-2.2134471130371094
14735,2.498604125976563,11.655362548828126,-2.19144287109375
14804,1.92799072265625,13.342055053710938,0.42960662841796876
